   57    137    369    1    0
       1   21
       2   22
       3   23 
       4   24
       5   25
       6   26
       7   27
       8   28
       9   29
      10   30
      11   31
      12   32
      13   33
      14   34
      15   35
      16   36
      17   37
      18   38
      19   39
      20   40
      21   41
      22   42
      23   43
      24   44
      25   45
      26   46
      27   47
      28   48
      29   49
      30   50
      31   51
      32   52
      33   53
      34   54
      35   55
      36   56
      37   57
    9501    0
    9502    0
    9503   10
    9504    4
    9505    4
    9511    7
    9519   10
    9613   10
    9614   10
    9620    7
    9621    4
    9622    4
    9623    4
    9673    4
    9674    1
    9675    1
    9728    7
    9731   11
    9732    7
    9733    7
    9734    7
    9735    4
    9736    4
    9737    1
    9738    1
    9861    8
    9862    8
    9863    5
    9864    5
    9865    2
    9866    2
    9886    8
    9900    8
    9906    8
    9921    0
    9933    0
    9952    0
    9953    0
    9957    8
    9981    8
    9993    8
   10013    8
   10021    8
   10056    5
   10057    5
   10058    2
   10094    6
   10107    6
   10108    3
   10144    6
   10147   12
   10148    0
   10166    0
   10297    6
   10323   12
   10335   17
   10336   17
   10337    9
   10338    6
   10339    6
   10353    0
   10359    0
   10380    0
   10392   19
   10400   13
   10436   13
   10439   15
   10440   15
   10443   17
   10444   15
   10445   15
   10446   13
   10492   17
   10539   19
   10540   17
   10541   17
   10542   15
   10543   15
   10580   19
   10591   16
   10592   16
   10594   18
   10595   18
   10596   14
   10597   14
   10598   14
   10613   19
   10639   16
   10646   18
   10707   20
   10708   18
   10709   18
   10710   18
   10711   16
   10716   16
   10750   16
   10757   16
   10759   14
   10762   20
   10772   20
      1   9503    0    0   4276  2     10 +0   45  2000  1800  5 +0
      2   9511    0    0   4488  2     10+14   30  2000  1800  5 +0
      3   9504    0    0   2059  1      9 +4   25  2000  1800  5 +0
      4   9505    0    0   2112  1      9 +0   35  2000  1800  5 +0
      5   9505    0    0   3432  2     10 +4   40  2000  1800  5 +0
      6   9674    0    0   4329  1      9 +0   40  2000  1800  5 +0
      7   9675    0    0   4118  2     10 +4   40  2000  1800  5 +0
      8   9504    0    0   3907  2     10 +9   35  2000  1800  5 +0
      9   9511    0    0   3484  2     10 +9   35  2000  1800  5 +0
     10   9620    0    0   2640  1      9 +0   35  2000  1800  5 +0
     11   9675    1    0   6071  1      9 +0   40  2000  1800  5 +0
     12   9731    0    0   4488  3     11+11   30  2000  1800  5 +0
     13   9866    0    0   7814  2     10 +0   50  2000  1800  5 +0
     14   9731    0    0   3432  2     10 +0   45  2000  1800  5 +0
     15   9886    0    0   7920  1      9 +0   45  2000  1800  5 +0
     16   9952    0    0   7444  4      6+12   55  2200  2000  1 +0
     17   9981    0    0   7920  1      9 +4   25  2000  1800  5 +0
     18  10108    0    0   8236  1      9 +0   35  2000  1800  5 +0
     19  10359    0    0   3590  3      5 +4   55  2200  2000  1 +0
     20  10436    0    0   2640  2     10 +0   45  2000  1800  5 +0
     21  10392    0    0   2217  2     10 +9   35  2000  1800  5 +0
     22  10580    0    0   5966  2     10+14   30  2000  1800  5 +0
     23  10436    0    0   1372  1      9 +4   25  2000  1800  5 +0
     24  10598    0    0   3326  1      9 +4   25  2000  1800  5 +0
     25  10598    0    0   2164  2     10 +0   45  2000  1800  5 +0
     26  10613    0    0   3009  2     10 +9   35  2000  1800  5 +0
     27  10639    0    0   2798  2     10 +4   40  2000  1800  5 +0
     28  10757    0    0   1372  1      9 +4   25  2000  1800  5 +0
     29  10759    0    0   5227  1      9 +4   25  2000  1800  5 +0
     30  10711    0    0   1689  1      9 +4   25  2000  1800  5 +0
     31  10750    0    0    528  2     10 +0   50  2000  1800  5 +0
     32  10759    0    0   1847  2     10 +4   40  2000  1800  5 +0
     33  10759    0    0   1108  2     10+19   25  2000  1800  5 +0
     34  10708    0    0   3273  1      9 +0   35  2000  1800  5 +0
     35  10709    0    0   3168  2     10 +9   35  2000  1800  5 +0
     36  10762    0    0   1531  2     10 +9   35  2000  1800  5 +0
     37  10772    0    0   2112  2     10 +4   40  2000  1800  5 +0
   9501     16    0    0   7444  4      6+12   55  2200  2000  1 +0
   9502     19    0    0   3590  3      5 +4   55  2200  2000  1 +0
   9503      1    0    0   4276  2     10 +0   45  2000  1800  5 +0
   9503   9519    0    0   1056  2     10 +0   45  2000  1800  5 +0
   9503   9613    0    0   2798  2     10 +0   45  2000  1800  5 +0
   9504      3    0    0   2059  1      9 +4   25  2000  1800  5 +0
   9504      8    0    0   3907  2     10 +9   35  2000  1800  5 +0
   9504   9505    0    0   1320  2     10 +9   35  2000  1800  5 +0
   9504   9622    0    0   2692  1      9 +0   30  2000  1800  5 +0
   9505      4    0    0   2112  1      9 +0   35  2000  1800  5 +0
   9505      5    0    0   3432  2     10 +4   40  2000  1800  5 +0
   9505   9504    0    0   1320  2     10 +9   35  2000  1800  5 +0
   9505   9623    0    0   2587  1      9 +0   35  2000  1800  5 +0
   9511      2    0    0   4488  2     10+14   30  2000  1800  5 +0
   9511      9    0    0   3484  2     10 +9   35  2000  1800  5 +0
   9511   9519    0    0   4224  2     10 +9   35  2000  1800  5 +0
   9511   9733    0    0   5174  2     10 +9   35  2000  1800  5 +0
   9519   9503    0    0   1056  2     10 +0   45  2000  1800  5 +0
   9519   9511    0    0   4224  2     10 +9   35  2000  1800  5 +0
   9519   9614    0    0   2481  1      9 +0   45  2000  1800  5 +0
   9613   9503    0    0   2798  2     10 +0   45  2000  1800  5 +0
   9613   9614    0    0   2059  1      9 +0   45  2000  1800  5 +0
   9613   9731    0    0   2956  2     10 +0   45  2000  1800  5 +0
   9614   9519    0    0   2481  1      9 +0   45  2000  1800  5 +0
   9614   9613    1    0   2059  1      9 +0   45  2000  1800  5 +0
   9614   9728    0    0   3643  1      9 +0   45  2000  1800  5 +0
   9620     10    0    0   2640  1      9 +0   35  2000  1800  5 +0
   9620   9621    0    0   3115  1      9 +0   30  2000  1800  5 +0
   9620   9734    0    0   2640  1      9 +0   45  2000  1800  5 +0
   9621   9620    0    0   3115  1      9 +0   30  2000  1800  5 +0
   9621   9622    0    0    897  1      9 +0   30  2000  1800  5 +0
   9621   9735    0    0   2640  1      9 +0   30  2000  1800  5 +0
   9622   9504    0    0   2692  1      9 +0   30  2000  1800  5 +0
   9622   9621    0    0    897  1      9 +0   30  2000  1800  5 +0
   9622   9623    0    0   1320  1      9 +0   30  2000  1800  5 +0
   9623   9505    0    0   2587  1      9 +0   35  2000  1800  5 +0
   9623   9622    0    0   1320  1      9 +0   30  2000  1800  5 +0
   9623   9673    1    0   1214  1      9 +4   25  2000  1800  5 +0
   9673   9623    0    0   1214  1      9 +4   25  2000  1800  5 +0
   9673   9674    0    0   1584  1      9 +4   25  2000  1800  5 +0
   9673   9736    1    0   1372  1      9 +0   30  2000  1800  5 +0
   9674      6    0    0   4329  1      9 +0   40  2000  1800  5 +0
   9674   9673    1    0   1584  1      9 +4   25  2000  1800  5 +0
   9674   9675    1    0   2640  1      9 +0   45  2000  1800  5 +0
   9674   9737    0    0   1108  1      9 +0   45  2000  1800  5 +0
   9675      7    0    0   4118  2     10 +4   40  2000  1800  5 +0
   9675     11    0    0   6071  1      9 +0   40  2000  1800  5 +0
   9675   9674    0    0   2640  1      9 +0   45  2000  1800  5 +0
   9675   9738    0    0   1372  2     10 +4   40  2000  1800  5 +0
   9728   9614    0    0   3643  1      9 +0   45  2000  1800  5 +0
   9728   9731    1    0   5280  1      9 +0   40  2000  1800  5 +0
   9728   9732    0    0   1531  1      9 +0   40  2000  1800  5 +0
   9731     12    0    0   4488  3     11+11   30  2000  1800  5 +0
   9731     14    0    0   3432  2     10 +0   45  2000  1800  5 +0
   9731   9613    0    0   2956  2     10 +0   45  2000  1800  5 +0
   9731   9728    0    0   5280  1      9 +0   40  2000  1800  5 +0
   9732   9728    0    0   1531  1      9 +0   40  2000  1800  5 +0
   9732   9733    0    0    633  2     10 +4   40  2000  1800  5 +0
   9732   9886    0    0   3220  2     10 +4   40  2000  1800  5 +0
   9733   9511    0    0   5174  2     10 +9   35  2000  1800  5 +0
   9733   9732    0    0    633  2     10 +4   40  2000  1800  5 +0
   9733   9734    0    0   2745  1      9 +0   40  2000  1800  5 +0
   9733   9861    0    0   2587  2     10 +0   45  2000  1800  5 +0
   9734   9620    0    0   2640  1      9 +0   45  2000  1800  5 +0
   9734   9733    0    0   2745  1      9 +0   40  2000  1800  5 +0
   9734   9735    0    0   3273  1      9 +0   30  2000  1800  5 +0
   9734   9862    1    0   2640  1      9 +0   45  2000  1800  5 +0
   9735   9621    0    0   2640  1      9 +0   30  2000  1800  5 +0
   9735   9734    0    0   3273  1      9 +0   30  2000  1800  5 +0
   9735   9736    1    0   2112  1      9 +0   30  2000  1800  5 +0
   9736   9673    1    0   1372  1      9 +0   30  2000  1800  5 +0
   9736   9735    0    0   2112  1      9 +0   30  2000  1800  5 +0
   9736   9737    0    0   1742  1      9 +0   30  2000  1800  5 +0
   9736   9864    1    0   2692  1      9 +4   25  2000  1800  5 +0
   9737   9674    0    0   1108  1      9 +0   45  2000  1800  5 +0
   9737   9736    1    0   1742  1      9 +0   30  2000  1800  5 +0
   9737   9738    1    0   2323  1      9 +0   30  2000  1800  5 +0
   9737   9865    1    0   2692  1      9 +0   30  2000  1800  5 +0
   9738   9675    0    0   1372  2     10 +4   40  2000  1800  5 +0
   9738   9737    0    0   2323  1      9 +0   30  2000  1800  5 +0
   9738   9866    0    0   2904  2     10 +9   35  2000  1800  5 +0
   9861   9733    0    0   2587  2     10 +0   45  2000  1800  5 +0
   9861   9862    0    0   2640  2     10 +4   40  2000  1800  5 +0
   9861   9886    0    0   1900  2     10 +4   40  2000  1800  5 +0
   9861   9900    0    0    158  2     10+14   30  2000  1800  5 +0
   9862   9734    0    0   2640  1      9 +0   45  2000  1800  5 +0
   9862   9861    0    0   2640  2     10 +4   40  2000  1800  5 +0
   9862   9863    0    0   4224  2     10 +4   40  2000  1800  5 +0
   9862  10021    0    0   2112  1      9 +0   35  2000  1800  5 +0
   9863   9862    0    0   4224  2     10 +4   40  2000  1800  5 +0
   9863   9864    0    0   1161  2     10 +4   40  2000  1800  5 +0
   9863  10056    0    0   3168  2     10 +4   40  2000  1800  5 +0
   9864   9736    1    0   2692  1      9 +4   25  2000  1800  5 +0
   9864   9863    0    0   1161  2     10 +4   40  2000  1800  5 +0
   9864   9865    0    0   1742  2     10 +4   40  2000  1800  5 +0
   9864  10057    0    0   2640  2     10 +0   45  2000  1800  5 +0
   9865   9737    0    0   2692  1      9 +0   30  2000  1800  5 +0
   9865   9864    0    0   1742  2     10 +4   40  2000  1800  5 +0
   9865   9866    0    0   1478  2     10 +4   40  2000  1800  5 +0
